participant_id,participant_gender,trait,rater,rater_gender,rank
5372,m,intelligent,rater_3,male,26
5569,m,intelligent,rater_3,male,27
5269,m,intelligent,rater_3,male,28
5617,m,intelligent,rater_3,male,29
5405,m,intelligent,rater_3,male,30
5407,m,intelligent,rater_3,male,31
5267,m,intelligent,rater_3,male,32
5638,m,intelligent,rater_3,male,33
5634,f,kin,rater_3,male,1
5481,f,kin,rater_3,male,2
5636,f,kin,rater_3,male,3
5480,f,kin,rater_3,male,4
5596,f,kin,rater_3,male,5
5443,f,kin,rater_3,male,6
5318,f,kin,rater_3,male,7
5319,f,kin,rater_3,male,8
5320,f,kin,rater_3,male,9
5590,f,kin,rater_3,male,10
5589,f,kin,rater_3,male,11
5649,f,kin,rater_3,male,12
5388,f,kin,rater_3,male,13
5485,f,kin,rater_3,male,14
5387,f,kin,rater_3,male,15
5484,f,kin,rater_3,male,16
5483,f,kin,rater_3,male,17
5400,f,kin,rater_3,male,18
5579,f,kin,rater_3,male,19
5570,f,kin,rater_3,male,20
5642,f,kin,rater_3,male,21
5357,f,kin,rater_3,male,22
5640,f,kin,rater_3,male,23
5356,f,kin,rater_3,male,24
5639,f,kin,rater_3,male,25
5406,f,kin,rater_3,male,26
5238,m,kin,rater_3,male,1
5626,m,kin,rater_3,male,2
5500,m,kin,rater_3,male,3
5237,m,kin,rater_3,male,4
5376,m,kin,rater_3,male,5
5403,m,kin,rater_3,male,6
5405,m,kin,rater_3,male,7
5407,m,kin,rater_3,male,8
5408,m,kin,rater_3,male,9
5499,m,kin,rater_3,male,10
5536,m,kin,rater_3,male,11
5578,m,kin,rater_3,male,12
5597,m,kin,rater_3,male,13
5604,m,kin,rater_3,male,14
5613,m,kin,rater_3,male,15
5614,m,kin,rater_3,male,16
5615,m,kin,rater_3,male,17
5616,m,kin,rater_3,male,18
5617,m,kin,rater_3,male,19
5618,m,kin,rater_3,male,20
5641,m,kin,rater_3,male,21
5267,m,kin,rater_3,male,22
5269,m,kin,rater_3,male,23
5281,m,kin,rater_3,male,24
5371,m,kin,rater_3,male,25
5372,m,kin,rater_3,male,26
5569,m,kin,rater_3,male,27
5605,m,kin,rater_3,male,28
5632,m,kin,rater_3,male,29
5638,m,kin,rater_3,male,30
5250,m,kin,rater_3,male,31
5251,m,kin,rater_3,male,32
5637,m,kin,rater_3,male,33
5634,f,likable,rater_3,male,1
5318,f,likable,rater_3,male,2
5319,f,likable,rater_3,male,3
5443,f,likable,rater_3,male,4
5596,f,likable,rater_3,male,5
5636,f,likable,rater_3,male,6
5320,f,likable,rater_3,male,7
5649,f,likable,rater_3,male,8
5388,f,likable,rater_3,male,9
5589,f,likable,rater_3,male,10
5400,f,likable,rater_3,male,11
5590,f,likable,rater_3,male,12
5481,f,likable,rater_3,male,13
5484,f,likable,rater_3,male,14
5485,f,likable,rater_3,male,15
5570,f,likable,rater_3,male,16
5579,f,likable,rater_3,male,17
5387,f,likable,rater_3,male,18
5357,f,likable,rater_3,male,19
5356,f,likable,rater_3,male,20
5640,f,likable,rater_3,male,21
5642,f,likable,rater_3,male,22
5639,f,likable,rater_3,male,23
5480,f,likable,rater_3,male,24
5406,f,likable,rater_3,male,25
5483,f,likable,rater_3,male,26
5238,m,likable,rater_3,male,1
5569,m,likable,rater_3,male,2
5371,m,likable,rater_3,male,3
5597,m,likable,rater_3,male,4
5605,m,likable,rater_3,male,5
5615,m,likable,rater_3,male,6
5536,m,likable,rater_3,male,7
5499,m,likable,rater_3,male,8
5237,m,likable,rater_3,male,9
5250,m,likable,rater_3,male,10
5407,m,likable,rater_3,male,11
5269,m,likable,rater_3,male,12
5500,m,likable,rater_3,male,13
5604,m,likable,rater_3,male,14
5613,m,likable,rater_3,male,15
5618,m,likable,rater_3,male,16
5617,m,likable,rater_3,male,17
5616,m,likable,rater_3,male,18
5403,m,likable,rater_3,male,19
5405,m,likable,rater_3,male,20
5578,m,likable,rater_3,male,21
5637,m,likable,rater_3,male,22
5638,m,likable,rater_3,male,23
5614,m,likable,rater_3,male,24
5632,m,likable,rater_3,male,25
5641,m,likable,rater_3,male,26
5376,m,likable,rater_3,male,27
5372,m,likable,rater_3,male,28
5626,m,likable,rater_3,male,29
5281,m,likable,rater_3,male,30
5408,m,likable,rater_3,male,31
5251,m,likable,rater_3,male,32
5267,m,likable,rater_3,male,32
5589,f,parenting,rater_3,male,1
5388,f,parenting,rater_3,male,2
5634,f,parenting,rater_3,male,3
5636,f,parenting,rater_3,male,4
5443,f,parenting,rater_3,male,5
5318,f,parenting,rater_3,male,6
5481,f,parenting,rater_3,male,7
5357,f,parenting,rater_3,male,8
5485,f,parenting,rater_3,male,9
5483,f,parenting,rater_3,male,10
5387,f,parenting,rater_3,male,11
5356,f,parenting,rater_3,male,12
5320,f,parenting,rater_3,male,13
5319,f,parenting,rater_3,male,14
5484,f,parenting,rater_3,male,15
5639,f,parenting,rater_3,male,16
5640,f,parenting,rater_3,male,17
5642,f,parenting,rater_3,male,18
5649,f,parenting,rater_3,male,19
5406,f,parenting,rater_3,male,20
5579,f,parenting,rater_3,male,21
5570,f,parenting,rater_3,male,22
5400,f,parenting,rater_3,male,23
5480,f,parenting,rater_3,male,24
5500,m,parenting,rater_3,male,1
5371,m,parenting,rater_3,male,2
5238,m,parenting,rater_3,male,3
5641,m,parenting,rater_3,male,4
5605,m,parenting,rater_3,male,5
5613,m,parenting,rater_3,male,6
5536,m,parenting,rater_3,male,7
5372,m,parenting,rater_3,male,8
5403,m,parenting,rater_3,male,9
5626,m,parenting,rater_3,male,10
5269,m,parenting,rater_3,male,11
5615,m,parenting,rater_3,male,12
5604,m,parenting,rater_3,male,13
5499,m,parenting,rater_3,male,14
5408,m,parenting,rater_3,male,15
5267,m,parenting,rater_3,male,16
5637,m,parenting,rater_3,male,17
5638,m,parenting,rater_3,male,18
5614,m,parenting,rater_3,male,19
5405,m,parenting,rater_3,male,20
5407,m,parenting,rater_3,male,21
5569,m,parenting,rater_3,male,22
5376,m,parenting,rater_3,male,23
5618,m,parenting,rater_3,male,24
5578,m,parenting,rater_3,male,25
5634,f,prosocial,rater_3,male,1
5589,f,prosocial,rater_3,male,2
5319,f,prosocial,rater_3,male,3
5318,f,prosocial,rater_3,male,4
5320,f,prosocial,rater_3,male,5
5481,f,prosocial,rater_3,male,6
5636,f,prosocial,rater_3,male,7
5642,f,prosocial,rater_3,male,8
5649,f,prosocial,rater_3,male,9
5579,f,prosocial,rater_3,male,10
5570,f,prosocial,rater_3,male,11
5388,f,prosocial,rater_3,male,12
5485,f,prosocial,rater_3,male,13
5640,f,prosocial,rater_3,male,14
5639,f,prosocial,rater_3,male,15
5443,f,prosocial,rater_3,male,16
5590,f,prosocial,rater_3,male,17
5480,f,prosocial,rater_3,male,18
5483,f,prosocial,rater_3,male,19
5357,f,prosocial,rater_3,male,20
5484,f,prosocial,rater_3,male,21
5387,f,prosocial,rater_3,male,22
5406,f,prosocial,rater_3,male,23
5400,f,prosocial,rater_3,male,24
5596,f,prosocial,rater_3,male,25
5356,f,prosocial,rater_3,male,26
5238,m,prosocial,rater_3,male,1
5615,m,prosocial,rater_3,male,2
5499,m,prosocial,rater_3,male,3
5376,m,prosocial,rater_3,male,4
5371,m,prosocial,rater_3,male,5
5500,m,prosocial,rater_3,male,6
5536,m,prosocial,rater_3,male,7
5613,m,prosocial,rater_3,male,8
5604,m,prosocial,rater_3,male,9
5626,m,prosocial,rater_3,male,10
5617,m,prosocial,rater_3,male,11
5597,m,prosocial,rater_3,male,12
5237,m,prosocial,rater_3,male,13
5250,m,prosocial,rater_3,male,14
5641,m,prosocial,rater_3,male,15
5281,m,prosocial,rater_3,male,16
5618,m,prosocial,rater_3,male,17
5269,m,prosocial,rater_3,male,18
5267,m,prosocial,rater_3,male,19
5251,m,prosocial,rater_3,male,20
5407,m,prosocial,rater_3,male,21
5405,m,prosocial,rater_3,male,22
5403,m,prosocial,rater_3,male,23
5372,m,prosocial,rater_3,male,24
5569,m,prosocial,rater_3,male,25
5605,m,prosocial,rater_3,male,26
5638,m,prosocial,rater_3,male,27
5408,m,prosocial,rater_3,male,28
5614,m,prosocial,rater_3,male,29
5578,m,prosocial,rater_3,male,30
5616,m,prosocial,rater_3,male,31
5634,f,respected,rater_3,male,1
5596,f,respected,rater_3,male,2
5589,f,respected,rater_3,male,3
5319,f,respected,rater_3,male,4
5318,f,respected,rater_3,male,5
5636,f,respected,rater_3,male,6
5388,f,respected,rater_3,male,7
5649,f,respected,rater_3,male,8
5481,f,respected,rater_3,male,9
5400,f,respected,rater_3,male,10
5640,f,respected,rater_3,male,11
5480,f,respected,rater_3,male,12
5443,f,respected,rater_3,male,13
5320,f,respected,rater_3,male,14
5642,f,respected,rater_3,male,15
5387,f,respected,rater_3,male,16
5579,f,respected,rater_3,male,17
5484,f,respected,rater_3,male,18
5483,f,respected,rater_3,male,19
5485,f,respected,rater_3,male,20
5570,f,respected,rater_3,male,21
5590,f,respected,rater_3,male,22
5357,f,respected,rater_3,male,23
5356,f,respected,rater_3,male,24
5639,f,respected,rater_3,male,25
5406,f,respected,rater_3,male,26
5605,m,respected,rater_3,male,1
5499,m,respected,rater_3,male,2
5500,m,respected,rater_3,male,3
5536,m,respected,rater_3,male,4
5615,m,respected,rater_3,male,5
5250,m,respected,rater_3,male,6
5237,m,respected,rater_3,male,7
5597,m,respected,rater_3,male,8
5569,m,respected,rater_3,male,9
5371,m,respected,rater_3,male,10
5604,m,respected,rater_3,male,11
5613,m,respected,rater_3,male,12
5372,m,respected,rater_3,male,13
5626,m,respected,rater_3,male,14
5632,m,respected,rater_3,male,15
5618,m,respected,rater_3,male,16
5408,m,respected,rater_3,male,17
5251,m,respected,rater_3,male,18
5617,m,respected,rater_3,male,19
5376,m,respected,rater_3,male,20
5269,m,respected,rater_3,male,21
5578,m,respected,rater_3,male,22
5616,m,respected,rater_3,male,23
5238,m,respected,rater_3,male,24
5641,m,respected,rater_3,male,25
5403,m,respected,rater_3,male,26
5407,m,respected,rater_3,male,27
5614,m,respected,rater_3,male,28
5281,m,respected,rater_3,male,29
5267,m,respected,rater_3,male,30
5637,m,respected,rater_3,male,31
5405,m,respected,rater_3,male,32
5638,m,respected,rater_3,male,33
5589,f,spouse,rater_3,male,1
5596,f,spouse,rater_3,male,2
5634,f,spouse,rater_3,male,3
5636,f,spouse,rater_3,male,4
5320,f,spouse,rater_3,male,5
5388,f,spouse,rater_3,male,6
5649,f,spouse,rater_3,male,7
5319,f,spouse,rater_3,male,8
5318,f,spouse,rater_3,male,9
5387,f,spouse,rater_3,male,10
5400,f,spouse,rater_3,male,11
5484,f,spouse,rater_3,male,12
5485,f,spouse,rater_3,male,13
5570,f,spouse,rater_3,male,14
5579,f,spouse,rater_3,male,15
5406,f,spouse,rater_3,male,16
5480,f,spouse,rater_3,male,17
5481,f,spouse,rater_3,male,18
5483,f,spouse,rater_3,male,19
5639,f,spouse,rater_3,male,20
5640,f,spouse,rater_3,male,21
5642,f,spouse,rater_3,male,22
5500,m,spouse,rater_3,male,1
5536,m,spouse,rater_3,male,2
5376,m,spouse,rater_3,male,3
5499,m,spouse,rater_3,male,4
5250,m,spouse,rater_3,male,5
5269,m,spouse,rater_3,male,6
5615,m,spouse,rater_3,male,7
5408,m,spouse,rater_3,male,8
5238,m,spouse,rater_3,male,9
5613,m,spouse,rater_3,male,10
5641,m,spouse,rater_3,male,11
5626,m,spouse,rater_3,male,12
5281,m,spouse,rater_3,male,13
5618,m,spouse,rater_3,male,14
5605,m,spouse,rater_3,male,15
5617,m,spouse,rater_3,male,16
5405,m,spouse,rater_3,male,17
5597,m,spouse,rater_3,male,18
5637,m,spouse,rater_3,male,19
5267,m,spouse,rater_3,male,20
5638,m,spouse,rater_3,male,21
5604,m,spouse,rater_3,male,22
5372,m,spouse,rater_3,male,23
5251,m,spouse,rater_3,male,24
5403,m,spouse,rater_3,male,25
5578,m,spouse,rater_3,male,26
5569,m,spouse,rater_3,male,27
5615,m,allies,rater_4,male,1
5536,m,allies,rater_4,male,2
5500,m,allies,rater_4,male,3
5499,m,allies,rater_4,male,4
5371,m,allies,rater_4,male,5
5626,m,allies,rater_4,male,6
5597,m,allies,rater_4,male,7
5376,m,allies,rater_4,male,8
5370,m,allies,rater_4,male,9
5251,m,allies,rater_4,male,10
5372,m,allies,rater_4,male,11
5250,m,allies,rater_4,male,12
5267,m,allies,rater_4,male,13
5269,m,allies,rater_4,male,14
5281,m,allies,rater_4,male,15
5638,m,allies,rater_4,male,16
5637,m,allies,rater_4,male,17
5632,m,allies,rater_4,male,18
5614,m,allies,rater_4,male,19
5408,m,allies,rater_4,male,20
5407,m,allies,rater_4,male,21
5405,m,allies,rater_4,male,22
5403,m,allies,rater_4,male,23
5578,m,allies,rater_4,male,24
5569,m,allies,rater_4,male,25
5237,m,allies,rater_4,male,26
5604,m,allies,rater_4,male,27
5618,m,allies,rater_4,male,28
5641,m,allies,rater_4,male,29
5605,m,allies,rater_4,male,30
5613,m,allies,rater_4,male,31
5617,m,allies,rater_4,male,32
5616,m,allies,rater_4,male,33
5615,m,coffee,rater_4,male,1
5371,m,coffee,rater_4,male,2
5376,m,coffee,rater_4,male,3
5626,m,coffee,rater_4,male,4
5499,m,coffee,rater_4,male,5
5536,m,coffee,rater_4,male,6
5500,m,coffee,rater_4,male,7
5641,m,coffee,rater_4,male,8
5237,m,coffee,rater_4,male,9
5638,m,coffee,rater_4,male,10
5604,m,coffee,rater_4,male,11
5267,m,coffee,rater_4,male,12
5408,m,coffee,rater_4,male,13
5251,m,coffee,rater_4,male,14
5281,m,coffee,rater_4,male,15
5250,m,coffee,rater_4,male,16
5269,m,coffee,rater_4,male,16
5370,m,coffee,rater_4,male,16
5372,m,coffee,rater_4,male,16
5403,m,coffee,rater_4,male,16
5405,m,coffee,rater_4,male,16
5407,m,coffee,rater_4,male,16
5569,m,coffee,rater_4,male,16
5578,m,coffee,rater_4,male,16
5597,m,coffee,rater_4,male,16
5605,m,coffee,rater_4,male,16
5613,m,coffee,rater_4,male,16
5614,m,coffee,rater_4,male,16
5616,m,coffee,rater_4,male,16
5617,m,coffee,rater_4,male,16
5618,m,coffee,rater_4,male,16
5632,m,coffee,rater_4,male,16
5637,m,coffee,rater_4,male,16
5500,m,conflict,rater_4,male,1
5499,m,conflict,rater_4,male,2
5632,m,conflict,rater_4,male,3
5403,m,conflict,rater_4,male,4
5536,m,conflict,rater_4,male,5
5615,m,conflict,rater_4,male,6
5269,m,conflict,rater_4,male,7
5618,m,conflict,rater_4,male,8
5371,m,conflict,rater_4,male,9
5597,m,conflict,rater_4,male,10
5376,m,conflict,rater_4,male,11
5604,m,conflict,rater_4,male,12
5372,m,conflict,rater_4,male,13
5641,m,conflict,rater_4,male,14
5626,m,conflict,rater_4,male,15
5605,m,conflict,rater_4,male,16
5637,m,conflict,rater_4,male,17
5250,m,conflict,rater_4,male,18
5281,m,conflict,rater_4,male,19
5617,m,conflict,rater_4,male,20
5613,m,conflict,rater_4,male,21
5251,m,conflict,rater_4,male,22
5614,m,conflict,rater_4,male,23
5267,m,conflict,rater_4,male,24
5370,m,conflict,rater_4,male,25
5638,m,conflict,rater_4,male,26
5237,m,conflict,rater_4,male,27
5405,m,conflict,rater_4,male,28
5616,m,conflict,rater_4,male,29
5407,m,conflict,rater_4,male,30
5578,m,conflict,rater_4,male,31
5408,m,conflict,rater_4,male,32
5569,m,conflict,rater_4,male,33
5500,m,control,rater_4,male,1
5499,m,control,rater_4,male,2
5615,m,control,rater_4,male,3
5536,m,control,rater_4,male,4
5403,m,control,rater_4,male,5
5626,m,control,rater_4,male,6
5597,m,control,rater_4,male,7
5371,m,control,rater_4,male,8
5604,m,control,rater_4,male,9
5641,m,control,rater_4,male,10
5569,m,control,rater_4,male,11
5614,m,control,rater_4,male,12
5617,m,control,rater_4,male,13
5618,m,control,rater_4,male,14
5372,m,control,rater_4,male,15
5638,m,control,rater_4,male,16
5237,m,control,rater_4,male,17
5250,m,control,rater_4,male,18
5281,m,control,rater_4,male,19
5370,m,control,rater_4,male,20
5376,m,control,rater_4,male,21
5267,m,control,rater_4,male,22
5251,m,control,rater_4,male,23
5407,m,control,rater_4,male,24
5405,m,control,rater_4,male,25
5269,m,control,rater_4,male,26
5613,m,control,rater_4,male,27
5616,m,control,rater_4,male,28
5605,m,control,rater_4,male,29
5408,m,control,rater_4,male,30
5637,m,control,rater_4,male,31
5632,m,control,rater_4,male,32
5578,m,control,rater_4,male,33
5500,m,decisions,rater_4,male,1
5499,m,decisions,rater_4,male,2
5536,m,decisions,rater_4,male,3
5604,m,decisions,rater_4,male,4
5618,m,decisions,rater_4,male,5
5597,m,decisions,rater_4,male,6
5403,m,decisions,rater_4,male,7
5615,m,decisions,rater_4,male,8
5371,m,decisions,rater_4,male,9
5641,m,decisions,rater_4,male,10
5376,m,decisions,rater_4,male,11
5605,m,decisions,rater_4,male,12
5613,m,decisions,rater_4,male,13
5614,m,decisions,rater_4,male,14
5632,m,decisions,rater_4,male,15
5638,m,decisions,rater_4,male,16
5637,m,decisions,rater_4,male,17
5408,m,decisions,rater_4,male,18
5569,m,decisions,rater_4,male,19
5269,m,decisions,rater_4,male,20
5370,m,decisions,rater_4,male,21
5250,m,decisions,rater_4,male,22
5617,m,decisions,rater_4,male,23
5578,m,decisions,rater_4,male,24
5281,m,decisions,rater_4,male,25
5405,m,decisions,rater_4,male,26
5267,m,decisions,rater_4,male,27
5372,m,decisions,rater_4,male,28
5626,m,decisions,rater_4,male,29
5251,m,decisions,rater_4,male,30
5616,m,decisions,rater_4,male,31
5407,m,decisions,rater_4,male,32
5237,m,decisions,rater_4,male,33
5500,m,expertise,rater_4,male,1
5499,m,expertise,rater_4,male,2
5626,m,expertise,rater_4,male,3
5615,m,expertise,rater_4,male,4
5641,m,expertise,rater_4,male,5
5536,m,expertise,rater_4,male,6
5604,m,expertise,rater_4,male,7
5371,m,expertise,rater_4,male,8
5376,m,expertise,rater_4,male,9
5569,m,expertise,rater_4,male,10
5618,m,expertise,rater_4,male,11
5250,m,expertise,rater_4,male,12
5403,m,expertise,rater_4,male,13
5269,m,expertise,rater_4,male,14
5370,m,expertise,rater_4,male,15
5578,m,expertise,rater_4,male,16
5281,m,expertise,rater_4,male,17
5617,m,expertise,rater_4,male,18
5632,m,expertise,rater_4,male,19
5637,m,expertise,rater_4,male,20
5614,m,expertise,rater_4,male,21
5638,m,expertise,rater_4,male,22
5237,m,expertise,rater_4,male,23
5405,m,expertise,rater_4,male,24
5407,m,expertise,rater_4,male,25
5597,m,expertise,rater_4,male,26
5408,m,expertise,rater_4,male,27
5605,m,expertise,rater_4,male,28
5372,m,expertise,rater_4,male,29
5267,m,expertise,rater_4,male,30
5613,m,expertise,rater_4,male,31
5251,m,expertise,rater_4,male,32
5616,m,expertise,rater_4,male,33
5569,m,farming,rater_4,male,1
5641,m,farming,rater_4,male,2
5371,m,farming,rater_4,male,3
5499,m,farming,rater_4,male,4
5615,m,farming,rater_4,male,5
5626,m,farming,rater_4,male,6
5376,m,farming,rater_4,male,7
5408,m,farming,rater_4,male,8
5597,m,farming,rater_4,male,9
5536,m,farming,rater_4,male,10
5500,m,farming,rater_4,male,11
5618,m,farming,rater_4,male,12
5407,m,farming,rater_4,male,13
5632,m,farming,rater_4,male,14
5638,m,farming,rater_4,male,15
5251,m,farming,rater_4,male,16
5372,m,farming,rater_4,male,17
5237,m,farming,rater_4,male,18
5637,m,farming,rater_4,male,19
5613,m,farming,rater_4,male,20
5604,m,farming,rater_4,male,21
5250,m,farming,rater_4,male,22
5281,m,farming,rater_4,male,23
5405,m,farming,rater_4,male,24
5403,m,farming,rater_4,male,25
5267,m,farming,rater_4,male,26
5370,m,farming,rater_4,male,27
5616,m,farming,rater_4,male,28
5269,m,farming,rater_4,male,29
5578,m,farming,rater_4,male,30
5614,m,farming,rater_4,male,31
5617,m,farming,rater_4,male,32
5605,m,farming,rater_4,male,33
5578,m,feared,rater_4,male,1
5626,m,feared,rater_4,male,2
5251,m,feared,rater_4,male,3
5405,m,feared,rater_4,male,4
5408,m,feared,rater_4,male,5
5372,m,feared,rater_4,male,6
5499,m,feared,rater_4,male,7
5500,m,feared,rater_4,male,8
5615,m,feared,rater_4,male,9
5618,m,feared,rater_4,male,10
5250,m,feared,rater_4,male,11
5376,m,feared,rater_4,male,12
5237,m,feared,rater_4,male,13
5267,m,feared,rater_4,male,14
5269,m,feared,rater_4,male,15
5281,m,feared,rater_4,male,16
5370,m,feared,rater_4,male,17
5371,m,feared,rater_4,male,18
5403,m,feared,rater_4,male,19
5407,m,feared,rater_4,male,20
5536,m,feared,rater_4,male,21
5569,m,feared,rater_4,male,22
5597,m,feared,rater_4,male,23
5604,m,feared,rater_4,male,24
5605,m,feared,rater_4,male,25
5613,m,feared,rater_4,male,26
5614,m,feared,rater_4,male,27
5616,m,feared,rater_4,male,28
5617,m,feared,rater_4,male,29
5632,m,feared,rater_4,male,30
5637,m,feared,rater_4,male,31
5638,m,feared,rater_4,male,32
5641,m,feared,rater_4,male,33
5578,m,fighting,rater_4,male,1
5408,m,fighting,rater_4,male,2
5407,m,fighting,rater_4,male,3
5405,m,fighting,rater_4,male,4
5251,m,fighting,rater_4,male,5
5237,m,fighting,rater_4,male,6
5269,m,fighting,rater_4,male,7
5626,m,fighting,rater_4,male,8
5618,m,fighting,rater_4,male,9
5638,m,fighting,rater_4,male,10
5617,m,fighting,rater_4,male,11
5500,m,fighting,rater_4,male,12
5499,m,fighting,rater_4,male,12
5615,m,fighting,rater_4,male,12
5641,m,fighting,rater_4,male,12
5536,m,fighting,rater_4,male,12
5604,m,fighting,rater_4,male,12
5371,m,fighting,rater_4,male,12
5376,m,fighting,rater_4,male,12
5569,m,fighting,rater_4,male,12
5250,m,fighting,rater_4,male,12
5403,m,fighting,rater_4,male,12
5370,m,fighting,rater_4,male,12
5281,m,fighting,rater_4,male,12
5632,m,fighting,rater_4,male,12
5637,m,fighting,rater_4,male,12
5614,m,fighting,rater_4,male,12
5597,m,fighting,rater_4,male,12
5605,m,fighting,rater_4,male,12
5372,m,fighting,rater_4,male,12
5267,m,fighting,rater_4,male,12
5613,m,fighting,rater_4,male,12
5616,m,fighting,rater_4,male,12
5371,m,honey,rater_4,male,1
5626,m,honey,rater_4,male,2
5499,m,honey,rater_4,male,3
5536,m,honey,rater_4,male,4
5569,m,honey,rater_4,male,5
5408,m,honey,rater_4,male,6
5615,m,honey,rater_4,male,7
5614,m,honey,rater_4,male,8
5403,m,honey,rater_4,male,9
5405,m,honey,rater_4,male,10
5267,m,honey,rater_4,male,11
5641,m,honey,rater_4,male,12
5578,m,honey,rater_4,male,13
5618,m,honey,rater_4,male,14
5376,m,honey,rater_4,male,15
5597,m,honey,rater_4,male,16
5604,m,honey,rater_4,male,17
5251,m,honey,rater_4,male,18
5638,m,honey,rater_4,male,19
5372,m,honey,rater_4,male,20
5237,m,honey,rater_4,male,21
5500,m,honey,rater_4,male,22
5617,m,honey,rater_4,male,23
5613,m,honey,rater_4,male,24
5250,m,honey,rater_4,male,25
5281,m,honey,rater_4,male,26
5370,m,honey,rater_4,male,27
5616,m,honey,rater_4,male,28
5269,m,honey,rater_4,male,29
5632,m,honey,rater_4,male,30
5637,m,honey,rater_4,male,30
5407,m,honey,rater_4,male,30
5605,m,honey,rater_4,male,30
5403,m,hunting,rater_4,male,1
5626,m,hunting,rater_4,male,2
5578,m,hunting,rater_4,male,3
5499,m,hunting,rater_4,male,4
5408,m,hunting,rater_4,male,5
5371,m,hunting,rater_4,male,6
5615,m,hunting,rater_4,male,7
5614,m,hunting,rater_4,male,8
5536,m,hunting,rater_4,male,9
5597,m,hunting,rater_4,male,10
5267,m,hunting,rater_4,male,11
5618,m,hunting,rater_4,male,12
5641,m,hunting,rater_4,male,13
5370,m,hunting,rater_4,male,14
5569,m,hunting,rater_4,male,15
5604,m,hunting,rater_4,male,16
5372,m,hunting,rater_4,male,17
5376,m,hunting,rater_4,male,18
5638,m,hunting,rater_4,male,19
5269,m,hunting,rater_4,male,20
5237,m,hunting,rater_4,male,21
5405,m,hunting,rater_4,male,22
5250,m,hunting,rater_4,male,23
5281,m,hunting,rater_4,male,24
5616,m,hunting,rater_4,male,25
5617,m,hunting,rater_4,male,26
5407,m,hunting,rater_4,male,27
5500,m,hunting,rater_4,male,28
5613,m,hunting,rater_4,male,29
5251,m,hunting,rater_4,male,30
5637,m,hunting,rater_4,male,31
5605,m,hunting,rater_4,male,31
5632,m,hunting,rater_4,male,31
5500,m,intelligent,rater_4,male,1
5499,m,intelligent,rater_4,male,2
5536,m,intelligent,rater_4,male,3
5615,m,intelligent,rater_4,male,4
5604,m,intelligent,rater_4,male,5
5371,m,intelligent,rater_4,male,6
5641,m,intelligent,rater_4,male,7
5403,m,intelligent,rater_4,male,8
5376,m,intelligent,rater_4,male,9
5269,m,intelligent,rater_4,male,10
5597,m,intelligent,rater_4,male,11
5569,m,intelligent,rater_4,male,12
5637,m,intelligent,rater_4,male,13
5605,m,intelligent,rater_4,male,14
5618,m,intelligent,rater_4,male,15
5250,m,intelligent,rater_4,male,16
5405,m,intelligent,rater_4,male,17
5251,m,intelligent,rater_4,male,18
5626,m,intelligent,rater_4,male,19
5578,m,intelligent,rater_4,male,20
5267,m,intelligent,rater_4,male,21
5617,m,intelligent,rater_4,male,22
5372,m,intelligent,rater_4,male,23
5638,m,intelligent,rater_4,male,24
5616,m,intelligent,rater_4,male,25
5407,m,intelligent,rater_4,male,26
5237,m,intelligent,rater_4,male,27
5370,m,intelligent,rater_4,male,28
5281,m,intelligent,rater_4,male,29
5632,m,intelligent,rater_4,male,30
5408,m,intelligent,rater_4,male,31
5614,m,intelligent,rater_4,male,32
5613,m,intelligent,rater_4,male,33
5615,m,kin,rater_4,male,1
5626,m,kin,rater_4,male,2
5500,m,kin,rater_4,male,3
5499,m,kin,rater_4,male,4
5376,m,kin,rater_4,male,5
5618,m,kin,rater_4,male,6
5267,m,kin,rater_4,male,7
5371,m,kin,rater_4,male,8
5408,m,kin,rater_4,male,9
5250,m,kin,rater_4,male,10
5604,m,kin,rater_4,male,11
5251,m,kin,rater_4,male,12
5281,m,kin,rater_4,male,13
5237,m,kin,rater_4,male,14
5269,m,kin,rater_4,male,14
5370,m,kin,rater_4,male,14
5372,m,kin,rater_4,male,14
5403,m,kin,rater_4,male,14
5405,m,kin,rater_4,male,14
5407,m,kin,rater_4,male,14
5536,m,kin,rater_4,male,14
5569,m,kin,rater_4,male,14
5578,m,kin,rater_4,male,14
5597,m,kin,rater_4,male,14
5605,m,kin,rater_4,male,14
5613,m,kin,rater_4,male,14
5614,m,kin,rater_4,male,14
5616,m,kin,rater_4,male,14
5617,m,kin,rater_4,male,14
5632,m,kin,rater_4,male,14
5637,m,kin,rater_4,male,14
5638,m,kin,rater_4,male,14
5641,m,kin,rater_4,male,14
5499,m,likable,rater_4,male,1
5500,m,likable,rater_4,male,2
5641,m,likable,rater_4,male,3
5536,m,likable,rater_4,male,4
5615,m,likable,rater_4,male,5
5403,m,likable,rater_4,male,6
5569,m,likable,rater_4,male,7
5597,m,likable,rater_4,male,8
5604,m,likable,rater_4,male,9
5605,m,likable,rater_4,male,10
5614,m,likable,rater_4,male,11
5613,m,likable,rater_4,male,12
5626,m,likable,rater_4,male,13
5638,m,likable,rater_4,male,14
5618,m,likable,rater_4,male,15
5637,m,likable,rater_4,male,16
5376,m,likable,rater_4,male,17
5372,m,likable,rater_4,male,18
5616,m,likable,rater_4,male,19
5407,m,likable,rater_4,male,20
5250,m,likable,rater_4,male,21
5237,m,likable,rater_4,male,22
5405,m,likable,rater_4,male,23
5251,m,likable,rater_4,male,24
5267,m,likable,rater_4,male,25
5370,m,likable,rater_4,male,26
